tweet_id,source,text,rating_numerator,rating_denominator,name,favorites,retweets,user_followers,user_favourites,jpg_url,dog_stage,year,month,day,rating,dog_type,confidence_list
743931904,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12.0,10.0,Ted,26784,4476,7434157,139632,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,None,2017,7,25,12.0,French_bulldog,0.99165
714526720,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13.0,10.0,Oliver,24891,5292,7434157,139632,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,None,2017,7,24,13.0,whippet,0.626152
-1256742912,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12.0,10.0,Jim,28674,4424,7434157,139632,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,None,2017,7,23,12.0,golden_retriever,0.714719
-1210621951,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13.0,10.0,Zeke,25198,4225,7434157,139632,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,None,2017,7,22,13.0,golden_retriever,0.46976
-459845632,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13.0,10.0,Ralphus,19548,3493,7434157,139632,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,None,2017,7,22,13.0,Siberian_husky,0.700377
-2104045568,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12.0,10.0,Gerald,21447,3445,7434157,139632,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,None,2017,7,20,12.0,French_bulldog,0.995026
-422129664,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,10.0,Jeffrey,29750,5307,7434157,139632,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,None,2017,7,19,13.0,basset,0.821664
-1466474485,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13.0,10.0,Canela,68113,17910,7434157,139632,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,None,2017,7,19,13.0,Pembroke,0.809197
1574400000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,10.0,None,33209,10246,7434157,139632,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,None,2017,7,18,13.0,Mexican_hairless,0.330741
1171750912,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,10.0,None,30133,5875,7434157,139632,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,None,2017,7,18,12.0,Samoyed,0.733942
735490048,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10.0,Maya,34667,7657,7434157,139632,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,None,2017,7,17,13.0,Chihuahua,0.793469
-1533571072,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10.0,Mingus,11878,3232,7434157,139632,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,None,2017,7,16,13.0,kuvasz,0.309706
110477313,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,10.0,Waffles,27597,6189,7434157,139632,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,None,2017,7,15,13.0,pug,0.943575
1100324864,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10.0,Jimbo,32205,6697,7434157,139632,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,None,2017,7,14,12.0,Blenheim_spaniel,0.972494
-770256896,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10.0,Maisey,35472,6332,7434157,139632,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,None,2017,7,13,13.0,pug,0.369275
-1378377728,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10.0,None,21620,4316,7434157,139632,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,None,2017,7,12,13.0,malamute,0.8124819999999999
-803766271,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10.0,Earl,76387,18018,7434157,139632,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,None,2017,7,12,12.0,Italian_greyhound,0.259916
198660097,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10.0,Lola,27533,5566,7434157,139632,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,None,2017,7,11,13.0,chow,0.822103
-2016018432,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10.0,Kevin,23972,4662,7434157,139632,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,None,2017,7,11,13.0,pug,0.5464060000000001
-766013440,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10.0,None,26619,5574,7434157,139632,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,None,2017,7,10,14.0,Pembroke,0.993225
211156995,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,10.0,Noah,21603,3399,7434157,139632,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,None,2017,7,9,12.0,Doberman,0.610946
-392712192,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",13.5,10.0,Bella,45281,9808,7434157,139632,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,None,2017,7,8,13.5,golden_retriever,0.943082
810987520,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10.0,None,36681,6580,7434157,139632,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,None,2017,7,7,13.0,golden_retriever,0.949562
1771548672,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10.0,Rusty,23634,3865,7434157,139632,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,None,2017,7,6,13.0,Eskimo_dog,0.466778
1956085760,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10.0,Stanley,27524,6001,7434157,139632,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,None,2017,7,5,13.0,Pembroke,0.542982
-115953664,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10.0,Alfy,44358,11440,7434157,139632,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,None,2017,7,4,13.0,golden_retriever,0.762211
-1491640318,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,10.0,Koko,28963,4903,7434157,139632,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,None,2017,7,4,13.0,golden_retriever,0.00694063
-728260606,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,10.0,Rey,23986,3348,7434157,139632,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,None,2017,7,3,12.0,Weimaraner,0.291539
-506015744,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10.0,Gary,49909,10520,7434157,139632,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,None,2017,7,3,13.0,Saluki,0.529012
1008185344,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10.0,None,20995,3767,7434157,139632,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,None,2017,6,30,12.0,Pembroke,0.791416
1998041088,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10.0,Bella,28150,6195,7434157,139632,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,None,2017,6,29,12.0,golden_retriever,0.913255
-1621667840,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10.0,Jesse,26711,4165,7434157,139632,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,None,2017,6,29,12.0,Chihuahua,0.238525
-1705586687,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,10.0,None,27277,4304,7434157,139632,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,None,2017,6,28,11.0,miniature_pinscher,0.120298
-57167872,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10.0,Romeo,22030,3454,7434157,139632,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,None,2017,6,28,13.0,basset,0.813507
-506068992,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10.0,Bailey,23113,3143,7434157,139632,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,None,2017,6,27,12.0,German_short-haired_pointer,0.479896
186101766,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,10.0,Duddles,104479,43654,7434157,139632,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,None,2017,6,26,13.0,English_springer,0.383404
-950665216,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10.0,Jack,16556,3080,7434157,139632,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,None,2017,6,26,12.0,Labrador_retriever,0.0334961
-606629886,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,10.0,Beau,18738,2664,7434726,139633,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,None,2017,6,25,13.0,vizsla,0.960513
-2074763264,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10.0,Shadow,7652,1274,7434157,139632,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,None,2017,6,23,13.0,basset,0.32042
898981888,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10.0,Emmy,41499,6743,7434157,139632,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,None,2017,6,23,14.0,French_bulldog,0.839097
-812253184,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10.0,Aja,78796,18870,7434157,139632,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,None,2017,6,22,13.0,Chesapeake_Bay_retriever,0.8379559999999999
-992555008,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,10.0,Penny,22430,3767,7434157,139632,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,None,2017,6,21,12.0,basset,0.995368
844541953,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,10.0,Dante,27029,5119,7434157,139632,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,None,2017,6,21,13.0,Saluki,0.5099670000000001
1813487616,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,10.0,Nelly,26777,5524,7434157,139632,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,None,2017,6,20,12.0,Pembroke,0.93112
1821876224,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,10.0,Benedict,18527,2373,7434157,139632,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,None,2017,6,18,13.0,golden_retriever,0.874566
-1751789568,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,10.0,Venti,27576,4649,7434157,139632,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,None,2017,6,17,13.0,Bernese_mountain_dog,0.534327
2023079936,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,10.0,Goose,24878,4255,7434157,139632,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,None,2017,6,16,13.0,Labrador_retriever,0.799551
1276497920,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,10.0,Nugget,21656,4880,7434157,139632,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,None,2017,6,15,13.0,Siberian_husky,0.245048
-745185280,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,10.0,None,25168,4676,7434157,139632,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,None,2017,6,14,12.0,West_Highland_white_terrier,0.7143189999999999
-49020928,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,10.0,Cash,27518,4608,7434157,139632,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,None,2017,6,13,12.0,Labrador_retriever,0.836052
-132669440,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12.0,10.0,None,22395,3929,7434157,139632,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,None,2017,6,12,12.0,flat-coated_retriever,0.8321770000000001
-988368895,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13.0,10.0,None,23947,3920,7434157,139632,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,None,2017,6,10,13.0,Newfoundland,0.678537
-1961439232,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13.0,10.0,None,14570,3678,7434157,139632,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,None,2017,6,8,13.0,pug,0.99912
-1470652416,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13.0,10.0,Monkey,20593,3681,7434157,139632,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,None,2017,6,8,13.0,cocker_spaniel,0.513191
-266883072,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12.0,10.0,None,40299,8972,7434157,139632,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,None,2017,6,7,12.0,Pembroke,0.931861
605523969,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13.0,10.0,Harry,33894,6295,7434157,139632,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,None,2017,6,7,13.0,Labrador_retriever,0.972019
1033342977,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12.0,10.0,Kody,34144,8096,7434157,139632,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,None,2017,6,6,12.0,pug,0.06673630000000001
2027401217,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13.0,10.0,Lassie,37650,11145,7434157,139632,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,None,2017,6,6,13.0,Shetland_sheepdog,0.969171
-1567129599,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13.0,10.0,Boomer,22511,3814,7434158,139632,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,None,2017,6,3,13.0,kelpie,0.3980530000000001
